Store,Department,Date,Product_Category,Customer_Type,Supplier_ID,Weekly_Sales,Units_Sold,Unit_Price,Inventory_Level,Temperature,Fuel_Price,CPI,Unemployment
1,Dept-10,2010-09-24,Grocery,Regular,SPLR-002,1351791.03,9,150199.0,1545949.56,80.94,2.624,211.5972246,7.787
1,Dept-04,2010-01-10,Clothing,Regular,SPLR-003,1453329.5,36,40370.26,1631292.53,71.89,2.603,211.6719895,7.838
1,Dept-02,2010-08-10,Pharmacy,New,SPLR-002,1508239.93,10,150823.99,1706869.53,63.93,2.633,211.7467544,7.838
1,Dept-04,2010-10-15,Home Essentials,Regular,SPLR-003,1459409.1,39,37420.75,1647315.31,67.18,2.72,211.8137436,7.838
1,Dept-09,2010-10-22,Grocery,Regular,SPLR-005,1345454.0,15,89696.93,1586658.66,69.86,2.725,211.8612937,7.838
1,Dept-04,2010-10-29,Grocery,Regular,SPLR-010,1384209.22,30,46140.31,1634821.12,69.64,2.716,211.9088438,7.838
1,Dept-07,2010-05-11,Grocery,Regular,SPLR-001,1551659.28,23,67463.45,1849465.15,58.74,2.689,211.9563939,7.838
1,Dept-01,2010-12-11,Home Essentials,New,SPLR-003,1494479.49,31,48209.02,1664780.9,59.61,2.728,212.003944,7.838
1,Dept-01,2010-11-19,Clothing,Regular,SPLR-002,1483784.18,16,92736.51,1767325.14,51.41,2.771,211.8896737,7.838
1,Dept-03,2010-11-26,Clothing,Regular,SPLR-003,1955624.11,15,130374.94,2228427.81,64.52,2.735,211.7484333,7.838
1,Dept-07,2010-03-12,Pharmacy,Regular,SPLR-010,1548033.78,12,129002.82,1729921.77,49.27,2.708,211.607193,7.838
1,Dept-04,2010-10-12,Grocery,Regular,SPLR-005,1682614.26,28,60093.37,1923332.67,46.33,2.843,211.4659526,7.838
1,Dept-09,2010-12-17,Grocery,New,SPLR-004,1891034.93,26,72732.11,2212079.36,49.84,2.869,211.4053124,7.838
1,Dept-01,2010-12-24,Home Essentials,Regular,SPLR-003,2387950.2,37,64539.19,2863252.68,52.33,2.886,211.4051222,7.838
1,Dept-07,2010-12-31,Grocery,Regular,SPLR-002,1367320.01,28,48832.86,1522885.78,48.43,2.943,211.4049321,7.838
1,Dept-01,2011-07-01,Electronics,New,SPLR-007,1444732.28,11,131339.3,1691453.68,48.27,2.976,211.4047419,7.742
1,Dept-05,2011-01-14,Home Essentials,New,SPLR-006,1391013.96,33,42151.94,1608195.45,35.4,2.983,211.4574109,7.742
1,Dept-04,2011-01-21,Electronics,Regular,SPLR-001,1327405.42,33,40224.41,1567639.34,44.04,3.016,211.8272343,7.742
1,Dept-10,2011-01-28,Clothing,Premium,SPLR-003,1316899.31,13,101299.95,1564269.95,43.83,3.01,212.1970577,7.742
1,Dept-08,2011-04-02,Clothing,Regular,SPLR-010,1606629.58,2,803314.79,1838324.26,42.27,2.989,212.5668812,7.742
1,Dept-02,2011-11-02,Pharmacy,Regular,SPLR-004,1649614.93,35,47131.86,1893569.13,36.39,3.022,212.9367046,7.742
1,Dept-05,2011-02-18,Grocery,Regular,SPLR-008,1686842.78,23,73340.99,1877824.4,57.36,3.045,213.2478853,7.742
1,Dept-02,2011-02-25,Home Essentials,Regular,SPLR-001,1456800.28,15,97120.02,1665324.42,62.9,3.065,213.535609,7.742
1,Dept-03,2011-04-03,Grocery,Premium,SPLR-006,1636263.41,1,1636263.41,1945013.15,59.58,3.288,213.8233327,7.742
1,Dept-05,2011-11-03,Grocery,Regular,SPLR-001,1553191.63,26,59738.14,1857819.38,53.56,3.459,214.1110564,7.742
1,Dept-01,2011-03-18,Electronics,Premium,SPLR-005,1576818.06,4,394204.52,1890339.82,62.76,3.488,214.3627114,7.742
1,Dept-09,2011-03-25,Pharmacy,New,SPLR-006,1541102.38,12,128425.2,1781581.95,69.97,3.473,214.5999389,7.742
1,Dept-03,2011-01-04,Electronics,New,SPLR-007,1495064.75,23,65002.82,1718091.23,59.17,3.524,214.8371664,7.682
1,Dept-04,2011-08-04,Electronics,New,SPLR-009,1614259.35,15,107617.29,1931876.42,67.84,3.622,215.0743939,7.682
1,Dept-04,2011-04-15,Electronics,Regular,SPLR-005,1559889.0,35,44568.26,1869980.94,71.27,3.743,215.2918561,7.682
1,Dept-03,2011-04-22,Grocery,Regular,SPLR-006,1564819.81,42,37257.61,1783874.41,72.99,3.807,215.4599053,7.682
1,Dept-10,2011-04-29,Grocery,Regular,SPLR-007,1455090.69,12,121257.56,1612178.84,72.03,3.81,215.6279544,7.682
1,Dept-10,2011-06-05,Clothing,Regular,SPLR-009,1629391.28,6,271565.21,1853413.41,64.61,3.906,215.7960035,7.682
1,Dept-09,2011-05-13,Pharmacy,Regular,SPLR-001,1604775.58,4,401193.9,1769487.27,75.64,3.899,215.9640526,7.682
1,Dept-07,2011-05-20,Home Essentials,New,SPLR-010,1428218.27,41,34834.59,1643528.41,67.63,3.907,215.7339202,7.682
1,Dept-09,2011-05-27,Home Essentials,Regular,SPLR-008,1466046.67,39,37590.94,1670349.47,77.72,3.786,215.5037878,7.682
1,Dept-10,2011-03-06,Home Essentials,Premium,SPLR-009,1635078.41,24,68128.27,1919590.45,83.0,3.699,215.2736553,7.682
1,Dept-08,2011-10-06,Clothing,Premium,SPLR-004,1588948.32,8,198618.54,1809265.49,83.13,3.648,215.0435229,7.682
1,Dept-04,2011-06-17,Home Essentials,Premium,SPLR-002,1532114.86,45,34047.0,1732669.43,86.41,3.637,214.9980596,7.682
1,Dept-06,2011-06-24,Grocery,Regular,SPLR-008,1438830.15,2,719415.08,1625048.15,83.58,3.594,215.0910982,7.682
1,Dept-06,2011-01-07,Home Essentials,Premium,SPLR-006,1488538.09,4,372134.52,1638995.95,85.55,3.524,215.1841368,7.962
1,Dept-09,2011-08-07,Electronics,Regular,SPLR-005,1534849.64,5,306969.93,1727259.25,85.83,3.48,215.2771754,7.962
1,Dept-05,2011-07-15,Pharmacy,Premium,SPLR-003,1455119.97,16,90945.0,1725603.33,88.54,3.575,215.3611087,7.962
1,Dept-04,2011-07-22,Home Essentials,Regular,SPLR-008,1396926.82,8,174615.85,1608739.21,85.77,3.651,215.4222784,7.962
1,Dept-09,2011-07-29,Grocery,New,SPLR-004,1352219.79,22,61464.54,1620186.7,86.83,3.682,215.4834482,7.962
1,Dept-04,2011-05-08,Pharmacy,Regular,SPLR-007,1624383.75,36,45121.77,1802323.51,91.65,3.684,215.544618,7.962
1,Dept-02,2011-12-08,Home Essentials,Regular,SPLR-006,1525147.09,18,84730.39,1795970.52,90.76,3.638,215.6057878,7.962
1,Dept-10,2011-08-19,Electronics,Regular,SPLR-001,1530761.43,6,255126.9,1710571.43,89.94,3.554,215.6693107,7.962
1,Dept-04,2011-08-26,Electronics,Regular,SPLR-006,1464693.46,44,33288.49,1674638.63,87.96,3.523,215.7332258,7.962
1,Dept-07,2011-02-09,Home Essentials,Premium,SPLR-005,1550229.22,8,193778.65,1822965.99,87.83,3.533,215.7971409,7.962
1,Dept-07,2011-09-09,Clothing,Regular,SPLR-005,1540471.24,18,85581.74,1715916.2,76.0,3.546,215.861056,7.962
1,Dept-08,2011-09-16,Grocery,Regular,SPLR-005,1514259.78,3,504753.26,1706706.67,79.94,3.526,216.0410526,7.962
1,Dept-01,2011-09-23,Home Essentials,Premium,SPLR-010,1380020.27,17,81177.66,1585692.11,75.8,3.467,216.3758246,7.962
1,Dept-06,2011-09-30,Electronics,New,SPLR-009,1394561.83,45,30990.26,1560985.56,79.69,3.355,216.7105965,7.962
1,Dept-06,2011-07-10,Clothing,Regular,SPLR-004,1630989.95,1,1630989.95,1795258.05,69.31,3.285,217.0453684,7.866
1,Dept-08,2011-10-14,Home Essentials,New,SPLR-003,1493525.93,39,38295.54,1691888.19,71.74,3.274,217.3552733,7.866
1,Dept-01,2011-10-21,Pharmacy,Regular,SPLR-009,1502562.78,11,136596.62,1701386.83,63.71,3.353,217.5159762,7.866
1,Dept-03,2011-10-28,Grocery,Regular,SPLR-003,1445249.09,20,72262.45,1702790.05,66.57,3.372,217.6766791,7.866
1,Dept-07,2011-04-11,Electronics,Regular,SPLR-002,1697229.58,46,36896.3,2008936.06,54.98,3.332,217.837382,7.866
1,Dept-06,2011-11-11,Home Essentials,New,SPLR-009,1594938.89,3,531646.3,1854978.49,59.11,3.297,217.9980849,7.866
1,Dept-03,2011-11-18,Clothing,Regular,SPLR-006,1539483.7,23,66934.07,1703600.5,62.25,3.308,218.2205088,7.866
1,Dept-08,2011-11-25,Electronics,Premium,SPLR-006,2033320.66,13,156409.28,2381467.94,60.14,3.236,218.4676211,7.866
1,Dept-08,2011-02-12,Electronics,Regular,SPLR-008,1584083.95,5,316816.79,1759381.92,48.91,3.172,218.7147333,7.866
1,Dept-01,2011-09-12,Grocery,Regular,SPLR-002,1799682.38,22,81803.74,2032871.04,43.93,3.158,218.9618456,7.866
1,Dept-03,2011-12-16,Clothing,Regular,SPLR-010,1881176.67,32,58786.77,2135619.05,51.63,3.159,219.1794533,7.866
1,Dept-04,2011-12-23,Grocery,Premium,SPLR-007,2270188.99,44,51595.2,2683195.19,47.96,3.112,219.3577216,7.866
1,Dept-08,2011-12-30,Electronics,Regular,SPLR-006,1497462.72,16,93591.42,1721868.69,44.55,3.129,219.5359898,7.866
1,Dept-06,2012-06-01,Home Essentials,Regular,SPLR-007,1550369.92,46,33703.69,1801348.94,49.01,3.157,219.7142581,7.348
1,Dept-04,2012-01-13,Home Essentials,Regular,SPLR-003,1459601.17,40,36490.03,1628008.23,48.53,3.261,219.8925263,7.348
1,Dept-01,2012-01-20,Electronics,Premium,SPLR-009,1394393.84,43,32427.76,1537168.59,54.11,3.268,219.9856893,7.348
1,Dept-03,2012-01-27,Electronics,Regular,SPLR-004,1319325.59,12,109943.8,1496693.26,54.26,3.29,220.0788523,7.348
1,Dept-10,2012-03-02,Clothing,Premium,SPLR-007,1636339.65,38,43061.57,1953164.89,56.55,3.36,220.1720153,7.348
1,Dept-04,2012-10-02,Home Essentials,Regular,SPLR-003,1802477.43,20,90123.87,1992386.16,48.02,3.409,220.2651783,7.348
1,Dept-08,2012-02-17,Home Essentials,Regular,SPLR-009,1819870.0,40,45496.75,2010009.27,45.32,3.51,220.4257586,7.348
1,Dept-01,2012-02-24,Grocery,Regular,SPLR-005,1539387.83,46,33464.95,1793768.5,57.25,3.555,220.636902,7.348
1,Dept-10,2012-02-03,Electronics,Regular,SPLR-002,1688420.76,48,35175.43,1990748.39,60.96,3.63,220.8480454,7.348
1,Dept-01,2012-09-03,Grocery,Premium,SPLR-001,1675431.16,11,152311.92,1872774.83,58.76,3.669,221.0591887,7.348
1,Dept-09,2012-03-16,Electronics,New,SPLR-002,1677472.78,25,67098.91,1934077.75,64.74,3.734,221.2118132,7.348
1,Dept-05,2012-03-23,Home Essentials,Regular,SPLR-003,1511068.07,31,48744.13,1714131.24,65.93,3.787,221.2864126,7.348
1,Dept-05,2012-03-30,Grocery,Regular,SPLR-005,1649604.63,5,329920.93,1937783.49,67.61,3.845,221.3610119,7.348
1,Dept-05,2012-06-04,Clothing,Regular,SPLR-004,1899676.88,21,90460.8,2149435.22,70.43,3.891,221.4356112,7.143
1,Dept-08,2012-04-13,Grocery,Regular,SPLR-006,1621031.7,34,47677.4,1792513.29,69.07,3.891,221.5102105,7.143
1,Dept-05,2012-04-20,Home Essentials,Regular,SPLR-001,1521577.87,5,304315.57,1790825.4,66.76,3.877,221.5640737,7.143
1,Dept-10,2012-04-27,Electronics,Regular,SPLR-010,1468928.37,9,163214.26,1708357.67,67.23,3.814,221.6179368,7.143
1,Dept-01,2012-04-05,Grocery,New,SPLR-010,1684519.99,19,88658.95,2018330.78,75.55,3.749,221.6718,7.143
1,Dept-10,2012-11-05,Clothing,Regular,SPLR-008,1611096.05,23,70047.65,1865006.05,73.77,3.688,221.7256632,7.143
1,Dept-07,2012-05-18,Clothing,Regular,SPLR-007,1595901.87,10,159590.19,1809896.12,70.33,3.63,221.742674,7.143
1,Dept-08,2012-05-25,Grocery,Regular,SPLR-004,1555444.55,12,129620.38,1712066.88,77.22,3.561,221.744944,7.143
1,Dept-06,2012-01-06,Home Essentials,Regular,SPLR-005,1624477.58,47,34563.35,1915558.74,77.95,3.501,221.7472139,7.143
1,Dept-02,2012-08-06,Home Essentials,New,SPLR-008,1697230.96,26,65278.11,1939788.64,78.3,3.452,221.7494839,7.143
1,Dept-06,2012-06-15,Grocery,Premium,SPLR-010,1630607.0,45,36235.71,1877316.76,79.35,3.393,221.7626421,7.143
1,Dept-07,2012-06-22,Clothing,New,SPLR-002,1527845.81,20,76392.29,1699580.02,78.39,3.346,221.8030211,7.143
1,Dept-05,2012-06-29,Pharmacy,Premium,SPLR-001,1540421.49,2,770210.74,1700317.73,84.88,3.286,221.8434,7.143
1,Dept-05,2012-06-07,Electronics,Regular,SPLR-006,1769854.16,25,70794.17,2000994.61,81.57,3.227,221.8837789,6.908
1,Dept-05,2012-07-13,Pharmacy,Regular,SPLR-005,1527014.04,44,34704.86,1755582.34,77.12,3.256,221.9241579,6.908
1,Dept-04,2012-07-20,Clothing,Regular,SPLR-005,1497954.76,9,166439.42,1786144.91,80.42,3.311,221.9327267,6.908
1,Dept-01,2012-07-27,Clothing,New,SPLR-007,1439123.71,13,110701.82,1642856.98,82.66,3.407,221.9412954,6.908
1,Dept-06,2012-03-08,Pharmacy,Regular,SPLR-003,1631135.79,16,101945.99,1855654.28,86.11,3.417,221.9498642,6.908
1,Dept-05,2012-10-08,Pharmacy,Premium,SPLR-008,1592409.97,12,132700.83,1816355.55,85.05,3.494,221.9584329,6.908
1,Dept-07,2012-08-17,Clothing,Regular,SPLR-006,1597868.05,30,53262.27,1797277.94,84.85,3.571,222.0384109,6.908
1,Dept-05,2012-08-24,Home Essentials,Regular,SPLR-009,1494122.38,23,64961.84,1695041.76,77.66,3.62,222.1719457,6.908
1,Dept-08,2012-08-31,Pharmacy,Regular,SPLR-010,1582083.4,22,71912.88,1871933.14,80.49,3.638,222.3054805,6.908
1,Dept-04,2012-07-09,Grocery,New,SPLR-007,1661767.33,37,44912.63,1917636.61,83.96,3.73,222.4390153,6.908
1,Dept-04,2012-09-14,Grocery,Regular,SPLR-010,1517428.87,49,30967.94,1718500.41,74.97,3.717,222.5820193,6.908
1,Dept-04,2012-09-21,Home Essentials,Regular,SPLR-003,1506126.06,28,53790.22,1745223.07,69.87,3.721,222.7818386,6.908
1,Dept-10,2012-09-28,Grocery,Regular,SPLR-005,1437059.26,32,44908.1,1652057.06,76.08,3.666,222.9816579,6.908
1,Dept-10,2012-05-10,Electronics,New,SPLR-002,1670785.97,7,238683.71,1901582.16,68.55,3.617,223.1814772,6.573
1,Dept-07,2012-12-10,Home Essentials,Regular,SPLR-010,1573072.81,37,42515.48,1834717.49,62.99,3.601,223.3812965,6.573
1,Dept-10,2012-10-19,Grocery,Regular,SPLR-010,1508068.77,46,32784.1,1675217.98,67.97,3.594,223.4257233,6.573
1,Dept-06,2012-10-26,Pharmacy,Premium,SPLR-010,1493659.74,32,46676.87,1651280.39,69.16,3.506,223.4442513,6.573
2,Dept-03,2010-05-02,Clothing,Regular,SPLR-009,2136989.46,30,71232.98,2351918.73,40.19,2.572,210.7526053,8.324
2,Dept-05,2010-12-02,Pharmacy,Regular,SPLR-009,2137809.5,44,48586.58,2389549.05,38.49,2.548,210.8979935,8.324
2,Dept-10,2010-02-19,Grocery,New,SPLR-006,2124451.54,42,50582.18,2408189.47,39.69,2.514,210.9451605,8.324
2,Dept-10,2010-02-26,Electronics,Regular,SPLR-005,1865097.27,40,46627.43,2103589.59,46.1,2.561,210.9759573,8.324
2,Dept-03,2010-05-03,Electronics,New,SPLR-003,1991013.13,8,248876.64,2351220.06,47.17,2.625,211.0067542,8.324
2,Dept-08,2010-12-03,Electronics,New,SPLR-005,1990483.78,15,132698.92,2223786.15,57.56,2.667,211.037551,8.324
2,Dept-07,2010-03-19,Grocery,New,SPLR-007,1946070.88,14,139005.06,2210059.93,54.52,2.72,210.8733316,8.324
2,Dept-02,2010-03-26,Clothing,Regular,SPLR-010,1750197.81,3,583399.27,1979562.78,51.26,2.732,210.6766095,8.324
2,Dept-10,2010-02-04,Clothing,Regular,SPLR-002,2066187.72,16,129136.73,2460727.18,63.27,2.719,210.4798874,8.2
2,Dept-08,2010-09-04,Pharmacy,New,SPLR-005,1954689.21,25,78187.57,2183636.71,65.41,2.77,210.2831653,8.2
2,Dept-01,2010-04-16,Pharmacy,Regular,SPLR-002,1874957.94,41,45730.68,2236952.42,68.07,2.808,210.1495463,8.2
2,Dept-03,2010-04-23,Pharmacy,Regular,SPLR-001,1821990.93,46,39608.5,2089053.27,65.11,2.795,210.1000648,8.2
2,Dept-05,2010-04-30,Pharmacy,Premium,SPLR-006,1802450.29,9,200272.25,2012680.68,66.98,2.78,210.0505833,8.2
2,Dept-06,2010-07-05,Electronics,Regular,SPLR-007,2042581.71,45,45390.7,2429804.33,71.28,2.835,210.0011018,8.2
2,Dept-04,2010-05-14,Electronics,Regular,SPLR-008,1880752.36,32,58773.51,2151723.52,73.31,2.854,209.9984585,8.2
2,Dept-04,2010-05-21,Home Essentials,New,SPLR-004,1896937.1,1,1896937.1,2189210.44,74.83,2.826,210.2768443,8.2
2,Dept-08,2010-05-28,Grocery,Regular,SPLR-001,1957113.89,5,391422.78,2175615.79,81.13,2.759,210.5552301,8.2
2,Dept-04,2010-04-06,Home Essentials,Regular,SPLR-010,2102539.93,48,43802.92,2500919.92,81.81,2.705,210.833616,8.2
2,Dept-04,2010-11-06,Grocery,Regular,SPLR-007,2025538.76,29,69846.16,2294286.5,83.4,2.668,211.1120018,8.2
2,Dept-05,2010-06-18,Electronics,New,SPLR-006,2001636.96,35,57189.63,2270770.58,85.81,2.637,211.1096543,8.2
2,Dept-06,2010-06-25,Home Essentials,Regular,SPLR-006,1939927.09,49,39590.35,2141863.28,86.26,2.653,210.9950134,8.2
2,Dept-01,2010-02-07,Clothing,Regular,SPLR-003,2003940.64,8,250492.58,2272493.8,82.74,2.669,210.8803726,8.099
2,Dept-02,2010-09-07,Electronics,Regular,SPLR-006,1880902.62,30,62696.75,2081963.65,82.59,2.642,210.7657317,8.099
2,Dept-01,2010-07-16,Clothing,Regular,SPLR-002,1845879.79,24,76911.66,2144053.92,85.32,2.623,210.7577954,8.099
2,Dept-04,2010-07-23,Electronics,Premium,SPLR-005,1781717.71,20,89085.89,2037616.18,87.66,2.608,210.8921319,8.099
2,Dept-02,2010-07-30,Grocery,Regular,SPLR-003,1804246.16,19,94960.32,1999899.94,83.49,2.64,211.0264684,8.099
2,Dept-01,2010-06-08,Grocery,Regular,SPLR-002,1991909.98,3,663969.99,2222193.75,89.53,2.627,211.1608049,8.099
2,Dept-08,2010-08-13,Electronics,Premium,SPLR-006,1895601.05,1,1895601.05,2199760.33,89.05,2.692,211.2951413,8.099
2,Dept-07,2010-08-20,Clothing,Regular,SPLR-009,1964335.23,17,115549.13,2293510.92,88.7,2.664,211.2596586,8.099
2,Dept-03,2010-08-27,Clothing,Regular,SPLR-007,1863840.49,29,64270.36,2124504.41,87.12,2.619,211.2241759,8.099
2,Dept-04,2010-03-09,Electronics,Premium,SPLR-008,1904608.09,6,317434.68,2169498.05,81.83,2.577,211.1886931,8.099
2,Dept-07,2010-10-09,Electronics,Regular,SPLR-006,1839128.83,48,38315.18,2133272.44,79.09,2.565,211.1532104,8.099
2,Dept-03,2010-09-17,Grocery,Regular,SPLR-005,1793903.6,27,66440.87,2107639.4,82.05,2.582,211.1806415,8.099
2,Dept-02,2010-09-24,Home Essentials,Regular,SPLR-008,1724557.22,11,156777.93,2062880.49,81.79,2.624,211.2552578,8.099
2,Dept-05,2010-01-10,Electronics,Regular,SPLR-008,1827440.43,6,304573.4,2025715.5,69.24,2.603,211.3298742,8.163
2,Dept-04,2010-08-10,Pharmacy,Regular,SPLR-003,1849921.44,18,102773.41,2070592.68,63.19,2.633,211.4044906,8.163
2,Dept-02,2010-10-15,Home Essentials,Regular,SPLR-005,1794355.49,20,89717.77,1991746.18,65.8,2.72,211.4713286,8.163
2,Dept-05,2010-10-22,Home Essentials,Regular,SPLR-008,1737947.64,6,289657.94,1929737.8,68.5,2.725,211.5187208,8.163
2,Dept-03,2010-10-29,Pharmacy,Premium,SPLR-010,1802755.11,42,42922.74,2089666.33,66.24,2.716,211.5661131,8.163
2,Dept-05,2010-05-11,Electronics,New,SPLR-002,1939061.41,28,69252.19,2302872.81,57.85,2.689,211.6135053,8.163
2,Dept-04,2010-12-11,Electronics,Regular,SPLR-004,1916812.74,25,76672.51,2292308.52,59.69,2.728,211.6608975,8.163
2,Dept-02,2010-11-19,Grocery,Regular,SPLR-005,1956739.17,5,391347.83,2305607.42,50.81,2.771,211.5470304,8.163
2,Dept-05,2010-11-26,Pharmacy,Regular,SPLR-007,2658725.29,30,88624.18,3047774.91,62.98,2.735,211.4062867,8.163
2,Dept-06,2010-03-12,Pharmacy,Regular,SPLR-004,2015781.27,35,57593.75,2364835.67,49.33,2.708,211.265543,8.163
2,Dept-08,2010-10-12,Pharmacy,Regular,SPLR-004,2378726.55,29,82025.05,2647360.37,45.5,2.843,211.1247993,8.163
2,Dept-01,2010-12-17,Electronics,Regular,SPLR-003,2609166.75,47,55514.19,2912938.24,47.55,2.869,211.0645458,8.163
2,Dept-07,2010-12-24,Home Essentials,New,SPLR-008,3436007.68,13,264308.28,3959396.22,49.97,2.886,211.0646599,8.163
2,Dept-03,2010-12-31,Home Essentials,Premium,SPLR-006,1750434.55,42,41677.01,2063848.33,47.3,2.943,211.064774,8.163
2,Dept-03,2011-07-01,Home Essentials,Regular,SPLR-005,1758050.79,35,50230.02,1972592.62,44.69,2.976,211.0648881,8.028
2,Dept-05,2011-01-14,Home Essentials,Regular,SPLR-001,1744193.58,18,96899.64,1985830.13,33.02,2.983,211.1176713,8.028
2,Dept-04,2011-01-21,Home Essentials,Regular,SPLR-006,1751384.9,48,36487.19,2003547.01,41.4,3.016,211.4864691,8.028
2,Dept-07,2011-01-28,Clothing,Regular,SPLR-002,1695371.68,25,67814.87,1915469.24,42.83,3.01,211.8552668,8.028
2,Dept-04,2011-04-02,Electronics,New,SPLR-003,1929346.23,24,80389.43,2230928.18,38.25,2.989,212.2240646,8.028
2,Dept-06,2011-11-02,Grocery,Regular,SPLR-003,2168041.61,43,50419.57,2497004.18,33.19,3.022,212.5928624,8.028
2,Dept-04,2011-02-18,Home Essentials,Regular,SPLR-004,2080884.82,14,148634.63,2492814.28,57.83,3.045,212.9033115,8.028
2,Dept-07,2011-02-25,Home Essentials,Regular,SPLR-001,1833511.08,28,65482.54,2036934.98,60.8,3.065,213.190421,8.028
2,Dept-07,2011-04-03,Home Essentials,Regular,SPLR-002,1981607.78,36,55044.66,2303688.97,57.77,3.288,213.4775305,8.028
2,Dept-02,2011-11-03,Clothing,Regular,SPLR-006,1879107.31,8,234888.41,2205448.62,52.7,3.459,213.7646401,8.028
2,Dept-03,2011-03-18,Home Essentials,Premium,SPLR-003,1902557.66,45,42279.06,2129561.91,62.32,3.488,214.0156238,8.028
